"action","agency_names","comment_url","comments_close_on","effective_on","html_url","pdf_url","publication_date","signing_date","title","topics","abstract"
"Notice.","Homeland Security Department; Federal Emergency Management Agency","","07/06/2017","","https://www.federalregister.gov/documents/2017/04/07/2017-07020/national-flood-insurance-program-nfip-assistance-to-private-sector-property-insurers-notice-of-fy","https://www.gpo.gov/fdsys/pkg/FR-2017-04-07/pdf/2017-07020.pdf","04/07/2017","","National Flood Insurance Program (NFIP); Assistance to Private Sector Property Insurers, Notice of FY 2018 Arrangement","","The Federal Emergency Management Agency announces the Fiscal Year 2018 Financial Assistance/Subsidy Arrangement for private property insurers interested in participating in the National Flood Insurance Program's Write Your Own program."
"Notice of trade symposium.","Homeland Security Department; U.S. Customs and Border Protection","","","","https://www.federalregister.gov/documents/2017/04/07/2017-06990/us-customs-and-border-protection-2017-west-coast-trade-symposium-looking-ahead-together-whats-next","https://www.gpo.gov/fdsys/pkg/FR-2017-04-07/pdf/2017-06990.pdf","04/07/2017","","U.S. Customs and Border Protection 2017 West Coast Trade Symposium: “Looking Ahead Together: What's Next for Trade?”","","This document announces that U.S. Customs and Border Protection (CBP) will convene the 2017 West Coast Trade Symposium in Scottsdale, Arizona, on Wednesday, May 24, 2017, and Thursday, May 25, 2017. The 2017 West Coast Trade Symposium will feature panel discussions involving agency personnel, members of the trade community, and other government agencies, on the agency's role in international trade initiatives and programs. Members of the international trade and transportation communities and other interested parties are encouraged to attend."
"","Health and Human Services Department; Substance Abuse and Mental Health Services Administration","","","","https://www.federalregister.gov/documents/2017/04/07/2017-06936/center-for-mental-health-services-notice-of-meeting","https://www.gpo.gov/fdsys/pkg/FR-2017-04-07/pdf/2017-06936.pdf","04/07/2017","","Center for Mental Health Services; Notice of Meeting","",""
"","Health and Human Services Department; National Institutes of Health","","","","https://www.federalregister.gov/documents/2017/04/07/2017-06987/national-institute-of-neurological-disorders-and-stroke-notice-of-closed-meetings","https://www.gpo.gov/fdsys/pkg/FR-2017-04-07/pdf/2017-06987.pdf","04/07/2017","","National Institute of Neurological Disorders and Stroke Notice of Closed Meetings","",""
"","Health and Human Services Department; National Institutes of Health","","","","https://www.federalregister.gov/documents/2017/04/07/2017-06905/national-institute-of-nursing-research-notice-of-meeting","https://www.gpo.gov/fdsys/pkg/FR-2017-04-07/pdf/2017-06905.pdf","04/07/2017","","National Institute of Nursing Research; Notice of Meeting","",""
"","Health and Human Services Department; National Institutes of Health","","","","https://www.federalregister.gov/documents/2017/04/07/2017-06970/national-institute-of-allergy-and-infectious-diseases-notice-of-closed-meetings","https://www.gpo.gov/fdsys/pkg/FR-2017-04-07/pdf/2017-06970.pdf","04/07/2017","","National Institute of Allergy and Infectious Diseases; Notice of Closed Meetings","",""
"","Health and Human Services Department; National Institutes of Health","","","","https://www.federalregister.gov/documents/2017/04/07/2017-06988/office-of-the-secretary-notice-of-meeting","https://www.gpo.gov/fdsys/pkg/FR-2017-04-07/pdf/2017-06988.pdf","04/07/2017","","Office of the Secretary: Notice of Meeting","",""
"","Health and Human Services Department; National Institutes of Health","","","","https://www.federalregister.gov/documents/2017/04/07/2017-06969/national-institute-of-allergy-and-infectious-diseases-notice-of-closed-meetings","https://www.gpo.gov/fdsys/pkg/FR-2017-04-07/pdf/2017-06969.pdf","04/07/2017","","National Institute of Allergy and Infectious Diseases; Notice of Closed Meetings","",""
"","Health and Human Services Department; National Institutes of Health","","","","https://www.federalregister.gov/documents/2017/04/07/2017-06906/office-of-the-director-national-institutes-of-health-notice-of-meeting","https://www.gpo.gov/fdsys/pkg/FR-2017-04-07/pdf/2017-06906.pdf","04/07/2017","","Office of the Director, National Institutes of Health; Notice of Meeting","",""
"Notice of public meeting.","Health and Human Services Department; Food and Drug Administration","","","","https://www.federalregister.gov/documents/2017/04/07/2017-06938/preparation-for-international-cooperation-on-cosmetics-regulation-eleventh-annual-meeting-public","https://www.gpo.gov/fdsys/pkg/FR-2017-04-07/pdf/2017-06938.pdf","04/07/2017","","Preparation for International Cooperation on Cosmetics Regulation Eleventh Annual Meeting; Public Meeting","","The Food and Drug Administration (FDA or we) is announcing a public meeting entitled ``International Cooperation on Cosmetics Regulation (ICCR)--Preparation for ICCR-11 Meeting.'' The purpose of the meeting is to invite public input on various topics pertaining to the regulation of cosmetics. We may use this input to help us prepare for the ICCR-11 meeting that will be held July 12-14, 2017, in Brasilia, Brazil."
"","Health and Human Services Department; Centers for Disease Control and Prevention","","","","https://www.federalregister.gov/documents/2017/04/07/2017-06984/disease-disability-and-injury-prevention-and-control-special-emphasis-panel-sep-initial-review","https://www.gpo.gov/fdsys/pkg/FR-2017-04-07/pdf/2017-06984.pdf","04/07/2017","","Disease, Disability, and Injury Prevention and Control Special Emphasis Panel (SEP): Initial Review","",""
"","Health and Human Services Department; Centers for Disease Control and Prevention","","","","https://www.federalregister.gov/documents/2017/04/07/2017-06979/disease-disability-and-injury-prevention-and-control-special-emphasis-panel-sep-initial-review","https://www.gpo.gov/fdsys/pkg/FR-2017-04-07/pdf/2017-06979.pdf","04/07/2017","","Disease, Disability, and Injury Prevention and Control Special Emphasis Panel (SEP): Initial Review","",""
"","Health and Human Services Department; Centers for Disease Control and Prevention","","","","https://www.federalregister.gov/documents/2017/04/07/2017-06982/disease-disability-and-injury-prevention-and-control-special-emphasis-panel-sep-initial-review","https://www.gpo.gov/fdsys/pkg/FR-2017-04-07/pdf/2017-06982.pdf","04/07/2017","","Disease, Disability, and Injury Prevention and Control Special Emphasis Panel (SEP): Initial Review","",""
"Notice.","Health and Human Services Department; Centers for Disease Control and Prevention","","","04/13/2017","https://www.federalregister.gov/documents/2017/04/07/2017-06974/announcement-of-requirements-and-registration-for-the-enviro-health-app-challenge-and-challenge","https://www.gpo.gov/fdsys/pkg/FR-2017-04-07/pdf/2017-06974.pdf","04/07/2017","","Announcement of Requirements and Registration for the “Enviro Health App Challenge” and Challenge Kick-Off Webinar","","The Centers for Disease Control and Prevention (CDC) located within the Department of Health and Human Services (HHS) announces the launch of the Enviro Health App Challenge and Challenge Kick-off Webinar. The CDC's Environmental Public Health Tracking Network (Tracking Network: ephtracking.cdc.gov/showHome.action) serves as the focus of this Challenge. The Tracking Network is a multi-tiered, Web- based surveillance system with components at CDC, as well as within 25 states and New York City. The data, information, and tools provided are readily accessible to help users identify or investigate environmental health problems; and plan and evaluate programs and policies to address those problems. With the Enviro Health App Challenge (the Challenge) we are seeking innovative uses for the Tracking Network data that explore the connections between the environment and health. The Challenge consists of a 12-week idea submission period. Participants will compete for prizes within a $30,000 prize pot. Award Approving Official: Anne Schuchat, MD (RADM, USPHS), Acting Director, Centers for Disease Control and Prevention, and Acting Administrator, Agency for Toxic Substances and Disease Registry."
"","Health and Human Services Department; Centers for Disease Control and Prevention","","","","https://www.federalregister.gov/documents/2017/04/07/2017-06983/disease-disability-and-injury-prevention-and-control-special-emphasis-panel-sep-initial-review","https://www.gpo.gov/fdsys/pkg/FR-2017-04-07/pdf/2017-06983.pdf","04/07/2017","","Disease, Disability, and Injury Prevention and Control Special Emphasis Panel (SEP): Initial Review","",""
"","Health and Human Services Department; Centers for Disease Control and Prevention","","","","https://www.federalregister.gov/documents/2017/04/07/2017-06980/disease-disability-and-injury-prevention-and-control-special-emphasis-panel-sep-initial-review","https://www.gpo.gov/fdsys/pkg/FR-2017-04-07/pdf/2017-06980.pdf","04/07/2017","","Disease, Disability, and Injury Prevention and Control Special Emphasis Panel (SEP): Initial Review","",""
"","Environmental Protection Agency","","","","https://www.federalregister.gov/documents/2017/04/07/2017-06975/environmental-impact-statements-notice-of-availability","https://www.gpo.gov/fdsys/pkg/FR-2017-04-07/pdf/2017-06975.pdf","04/07/2017","","Environmental Impact Statements; Notice of Availability","",""
"","Energy Department; Federal Energy Regulatory Commission","","","","https://www.federalregister.gov/documents/2017/04/07/2017-06932/combined-notice-of-filings-2","https://www.gpo.gov/fdsys/pkg/FR-2017-04-07/pdf/2017-06932.pdf","04/07/2017","","Combined Notice of Filings #2","",""
